Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,G7 Male,G8 Male,G9 Male,G10 Male,G7 Female,G8 Female,G9 Female,G10 Female,JHS NG Male,JHS NG Female,Total Non-Graded Enrollment,Total Male Enrollment,Total Female Enrollment,Total Enrollment
Region IV-A,Cabuyao City,District II,301241,Gulod NHS,"Gulod,Cabuyao, Laguna",LAGUNA,CABUYAO,2nd District,GULOD,Public,DepED Managed,School with no Annexes,Purely JHS,276,279,332,350,252,281,301,321,17,2,19,1254,1157,2411
Region IV-A,Cabuyao City,District II,306188,MAMATID NATIONAL HIGH SCHOOL,Purok 1,LAGUNA,CABUYAO,2nd District,MAMATID,Public,DepED Managed,School with no Annexes,Purely JHS,375,452,571,508,338,443,498,450,0,0,0,1906,1729,3635
Region IV-A,Cabuyao City,District III,330524,MARINIG NATIONAL HIGH SCHOOL,"Purok 3 , Brgy. Marinig , City of Cabuyao",LAGUNA,CABUYAO,2nd District,MARINIG,Public,DepED Managed,School with no Annexes,Purely JHS,132,128,132,132,100,117,107,119,0,0,0,524,443,967
Region IV-A,Cabuyao City,District V,301259,PULO NATIONAL HIGH SCHOOL,"Birmingham Road, Brgy. Pulo",LAGUNA,CABUYAO,2nd District,PULO,Public,DepED Managed,Mother school,Purely JHS,529,542,641,599,490,543,634,605,50,20,70,2361,2292,4653
Region IV-A,General Trias City,General Trias I,307801,Lucio A. Nocon National High School,"Biclatan, General Trias City, Cavite",CAVITE,CITY OF GENERAL TRIAS,6th District,BICLATAN,Public,DepED Managed,School with no Annexes,Purely JHS,290,286,345,287,267,285,321,353,11,3,14,1219,1229,2448
Region IV-A,General Trias City,General Trias I,307822,Luis Y. Ferrer Jr. West National High School,Pasong Kawayan II,CAVITE,CITY OF GENERAL TRIAS,6th District,PASONG KAWAYAN II,Public,DepED Managed,School with no Annexes,Purely JHS,318,359,375,313,284,303,346,284,0,0,0,1365,1217,2582
Region IV-A,General Trias City,General Trias II,301223,Tropical Village National High School,N.A.,CAVITE,CITY OF GENERAL TRIAS,6th District,SAN FRANCISCO,Public,DepED Managed,School with no Annexes,Purely JHS,165,165,209,154,161,157,166,151,0,0,0,693,635,1328
Region IV-A,General Trias City,General Trias II,307802,Andres A. Nocon National High School,Caballero St.,CAVITE,CITY OF GENERAL TRIAS,6th District,BUENAVISTA II,Public,DepED Managed,School with no Annexes,Purely JHS,147,149,217,183,165,164,211,162,2,2,4,698,704,1402
Region IV-A,General Trias City,General Trias II,307812,Governor Luis A. Ferrer Jr. East National High School,Brookeside Lane,CAVITE,CITY OF GENERAL TRIAS,6th District,SAN FRANCISCO,Public,DepED Managed,Annex or Extension school(s),Purely JHS,402,446,539,553,389,461,497,488,7,5,12,1947,1840,3787
Region IV-A,General Trias City,General Trias II,307823,Luis Y. Ferrer Jr. North National High School,Marycris Complex,CAVITE,CITY OF GENERAL TRIAS,6th District,PASONG CAMACHILE II,Public,DepED Managed,School with no Annexes,Purely JHS,331,384,388,324,324,361,317,316,1,0,1,1428,1318,2746
Region IV-A,San Pedro City,San Pedro,301256,Pacita Complex NHS,"Sampaguita St. Pacita Complex I, San Pedro, Laguna",LAGUNA,SAN PEDRO,1st District,SAN VICENTE,Public,DepED Managed,School with no Annexes,Purely JHS,362,394,506,518,294,377,568,514,0,0,0,1780,1753,3533
Region IV-A,San Pedro City,San Pedro,301261,Sampaguita Vill. NHS,"Molave St., Calendola Village",LAGUNA,SAN PEDRO,1st District,CALENDOLA,Public,DepED Managed,Mother school,Purely JHS,334,341,384,409,314,303,382,415,0,0,0,1468,1414,2882
Region IV-A,San Pedro City,San Pedro,307921,Adelina I National High School  (Sampaguita Annex),Galatians St.,LAGUNA,SAN PEDRO,1st District,SAMPAGUITA VILLAGE,Public,DepED Managed,Annex or Extension school(s),Purely JHS,227,210,244,212,180,183,190,217,0,0,0,893,770,1663
Region IV-A,San Pedro City,San Pedro,307939,Southville 3A (Sampaguita Ext.),-Southville 3A,LAGUNA,SAN PEDRO,1st District,SAN ANTONIO,Public,DepED Managed,Annex or Extension school(s),Purely JHS,125,167,164,150,157,140,158,159,0,0,0,606,614,1220
Region IV-A,Sto. Tomas City,Sto. Tomas North,301146,Sta. Anastacia-San Rafael National High School,"San Rafael, Sto. Tomas City, Batangas",BATANGAS,SANTO TOMAS,3rd District,SAN RAFAEL,Public,DepED Managed,School with no Annexes,Purely JHS,238,330,419,405,226,323,388,410,0,0,0,1392,1347,2739
Region IV-A,Sto. Tomas City,Sto. Tomas North,306243,Sto. Tomas City National High School,"Poblacion III, Sto. Tomas",BATANGAS,SANTO TOMAS,3rd District,BARANGAY III (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,232,0,0,0,207,0,0,0,0,0,0,232,207,439
Region IV-A,Sto. Tomas City,Sto. Tomas South,301141,San Jose National High School,"San Jose, Sto. Tomas City, Batangas",BATANGAS,SANTO TOMAS,3rd District,SAN JOSE,Public,DepED Managed,School with no Annexes,Purely JHS,138,168,166,169,115,126,138,165,0,0,0,641,544,1185
Region IV-A,Sto. Tomas City,Sto. Tomas South,301143,San Pedro National High School,"San Pedro, Sto. Tomas City, Batangas",BATANGAS,SANTO TOMAS,3rd District,SAN PEDRO,Public,DepED Managed,School with no Annexes,Purely JHS,463,570,698,614,441,585,631,629,0,0,0,2345,2286,4631
MIMAROPA,Marinduque,Buenavista,301537,Buenavista NHS - Daykitin Annex,"Daykitin, Buenavista",MARINDUQUE,BUENAVISTA,Lone District,DAYKITIN,Public,DepED Managed,Annex or Extension school(s),Purely JHS,28,28,33,32,29,24,28,22,0,0,0,121,103,224
MIMAROPA,Marinduque,Buenavista,301539,Buenavista NHS - Sihi Annex,Sihi,MARINDUQUE,BUENAVISTA,Lone District,SIHI,Public,DepED Managed,Annex or Extension school(s),Purely JHS,20,16,19,20,6,15,17,19,0,0,0,75,57,132
MIMAROPA,Marinduque,Gasan,403383,Marinduque Christian Academy,Dawis,MARINDUQUE,GASAN,Lone District,DAWIS,Private,Non-Sectarian ,School with no Annexes,Purely JHS,14,6,7,6,5,5,7,10,0,0,0,33,27,60
MIMAROPA,Marinduque,Mogpog,301540,Butansapa NHS,"Butansapa, Mogpog, Marinduque",MARINDUQUE,MOGPOG,Lone District,BUTANSAPA,Public,DepED Managed,School with no Annexes,Purely JHS,33,38,40,36,33,26,34,31,0,0,0,147,124,271
MIMAROPA,Marinduque,Santa Cruz East,301528,Alobo NHS,Alobo,MARINDUQUE,SANTA CRUZ,Lone District,ALOBO,Public,DepED Managed,School with no Annexes,Purely JHS,13,13,17,20,20,15,17,19,0,0,0,63,71,134
MIMAROPA,Marinduque,Santa Cruz East,301564,Tambangan NHS,-Daplac,MARINDUQUE,SANTA CRUZ,Lone District,TAMBANGAN,Public,DepED Managed,School with no Annexes,Purely JHS,10,15,11,23,6,8,14,8,0,0,0,59,36,95
MIMAROPA,Marinduque,Santa Cruz North,301546,Kasily NHS,Kasily,MARINDUQUE,SANTA CRUZ,Lone District,KASILY,Public,DepED Managed,School with no Annexes,Purely JHS,19,12,13,18,16,11,7,13,0,0,0,62,47,109
MIMAROPA,Marinduque,Santa Cruz South,301559,Polo NHS,-Bayanan,MARINDUQUE,SANTA CRUZ,Lone District,POLO,Public,DepED Managed,School with no Annexes,Purely JHS,12,11,8,13,4,9,15,11,0,0,0,44,39,83
MIMAROPA,Marinduque,Santa Cruz South,429012,"Santa Cruz Institute (Marinduque), Inc. -(Night HS)",Bonifacio,MARINDUQUE,SANTA CRUZ,Lone District,BANAHAW POB. (3RD ZONE),Private,Non-Sectarian ,School with no Annexes,Purely JHS,5,10,7,7,6,7,2,5,0,0,0,29,20,49
MIMAROPA,Occidental Mindoro,Abra De Ilog-Paluan,301571,Abra de Ilog NHS - Camurong Annex,Udalo,OCCIDENTAL MINDORO,ABRA DE ILOG,Lone District,UDALO (CAMURONG),Public,DepED Managed,Annex or Extension school(s),Purely JHS,14,21,11,13,16,33,7,17,0,0,0,59,73,132
MIMAROPA,Occidental Mindoro,Abra De Ilog-Paluan,308902,Abra de Ilog NHS - Biga Extension,"Balagnan, Wawa, Abra de Ilog, Occ. Mindoro",OCCIDENTAL MINDORO,ABRA DE ILOG,Lone District,WAWA,Public,DepED Managed,Annex or Extension school(s),Purely JHS,31,26,26,22,27,28,35,21,0,0,0,105,111,216
MIMAROPA,Occidental Mindoro,Calintaan,301575,Malpalon National High School,Proper,OCCIDENTAL MINDORO,CALINTAAN,Lone District,MALPALON,Public,DepED Managed,School with no Annexes,Purely JHS,25,26,28,23,21,18,29,15,0,0,0,102,83,185
MIMAROPA,Occidental Mindoro,Calintaan,301576,Poypoy National High School,"Poypoy,",OCCIDENTAL MINDORO,CALINTAAN,Lone District,POYPOY,Public,DepED Managed,School with no Annexes,Purely JHS,30,23,24,20,15,20,24,33,0,0,0,97,92,189
MIMAROPA,Occidental Mindoro,Lubang,301587,Lubang Vocational High School-Cabra,Sitio Libis,OCCIDENTAL MINDORO,LUBANG,Lone District,CABRA,Public,DepED Managed,School with no Annexes,Purely JHS,15,20,19,20,11,7,16,10,0,0,0,74,44,118
MIMAROPA,Occidental Mindoro,Lubang,301607,Tilik NHS,Gen.A. Luna Highway,OCCIDENTAL MINDORO,LUBANG,Lone District,TILIK,Public,DepED Managed,School with no Annexes,Purely JHS,24,26,24,35,18,29,23,23,0,0,0,109,93,202
MIMAROPA,Occidental Mindoro,Magsaysay,305529,Paclolo National High School,Sitio Makinay Barangay Paclolo,OCCIDENTAL MINDORO,MAGSAYSAY,Lone District,PACLOLO,Public,DepED Managed,School with no Annexes,Purely JHS,28,28,31,38,26,22,39,38,0,0,0,125,125,250
MIMAROPA,Occidental Mindoro,Magsaysay,308906,Magsaysay NHS - Alibog Annex,"Alibog, Magsaysay, Occidental Mindoro",OCCIDENTAL MINDORO,MAGSAYSAY,Lone District,ALIBOG,Public,DepED Managed,Annex or Extension school(s),Purely JHS,24,24,30,19,23,18,35,21,0,0,0,97,97,194
MIMAROPA,Occidental Mindoro,Rizal,301572,Aguas National High School,"Hacienda Yap,",OCCIDENTAL MINDORO,RIZAL,Lone District,AGUAS,Public,DepED Managed,School with no Annexes,Purely JHS,44,41,34,34,21,35,28,40,0,0,0,153,124,277
MIMAROPA,Occidental Mindoro,Rizal,301591,Magsikap NHS,National Highway,OCCIDENTAL MINDORO,RIZAL,Lone District,MAGSIKAP,Public,DepED Managed,School with no Annexes,Purely JHS,60,60,53,68,56,67,68,72,0,0,0,241,263,504
MIMAROPA,Occidental Mindoro,Sablayan North,301608,Victoria NHS,"Zone 4, Victoria",OCCIDENTAL MINDORO,SABLAYAN,Lone District,VICTORIA,Public,DepED Managed,Mother school,Purely JHS,15,28,24,26,25,23,23,24,0,0,0,93,95,188
MIMAROPA,Occidental Mindoro,Sablayan North,305531,Tagumpay National High School,Zone 3,OCCIDENTAL MINDORO,SABLAYAN,Lone District,TAGUMPAY,Public,DepED Managed,School with no Annexes,Purely JHS,29,26,26,17,26,14,22,24,0,0,0,98,86,184
MIMAROPA,Occidental Mindoro,Sablayan North,305534,Burgos National High School,"Daprosa St., Zone 2",OCCIDENTAL MINDORO,SABLAYAN,Lone District,BURGOS,Public,DepED Managed,School with no Annexes,Purely JHS,22,23,15,20,22,16,20,26,0,0,0,80,84,164
MIMAROPA,Occidental Mindoro,Sablayan North,305626,San Francisco National High School,------,OCCIDENTAL MINDORO,SABLAYAN,Lone District,SAN FRANCISCO,Public,DepED Managed,School with no Annexes,Purely JHS,23,25,29,18,22,26,22,28,0,0,0,95,98,193
MIMAROPA,Occidental Mindoro,Sablayan South,308907,Sablayan NCHS - Sta. Lucia Annex,zone 2,OCCIDENTAL MINDORO,SABLAYAN,Lone District,SANTA LUCIA,Public,DepED Managed,Annex or Extension school(s),Purely JHS,26,46,45,31,35,41,44,35,0,0,0,148,155,303
MIMAROPA,Occidental Mindoro,San Jose East,305476,Bubog National High School,Bubog,OCCIDENTAL MINDORO,SAN JOSE,Lone District,BUBOG,Public,DepED Managed,School with no Annexes,Purely JHS,58,74,87,60,48,71,68,58,0,0,0,279,245,524
MIMAROPA,Occidental Mindoro,San Jose East,403427,Montessori De San Jose Foundation,Labangan Poblacion,OCCIDENTAL MINDORO,SAN JOSE,Lone District,LABANGAN POBLACION,Private,Non-Sectarian ,School with no Annexes,Purely JHS,8,9,8,8,5,8,5,12,0,0,0,33,30,63
MIMAROPA,Occidental Mindoro,San Jose North,305785,La Curva National High School,"La Curva, SJOM",OCCIDENTAL MINDORO,SAN JOSE,Lone District,LA CURVA,Public,DepED Managed,School with no Annexes,Purely JHS,19,37,35,30,22,29,23,20,0,0,0,121,94,215
MIMAROPA,Occidental Mindoro,San Jose South,301579,Iling NHS - Pawican Annex,"Pawican, Ilin, San Jose, Occidental Mindoro",OCCIDENTAL MINDORO,SAN JOSE,Lone District,PAWICAN,Public,DepED Managed,Annex or Extension school(s),Purely JHS,41,36,43,40,34,40,28,37,0,0,0,160,139,299
MIMAROPA,Occidental Mindoro,San Jose South,308909,Caminawit NHS,Caminawit,OCCIDENTAL MINDORO,SAN JOSE,Lone District,CAMINAWIT,Public,DepED Managed,Mother school,Purely JHS,87,114,109,104,93,96,90,101,0,0,0,414,380,794
MIMAROPA,Occidental Mindoro,Sta. Cruz,308905,Barahan NHS - Sinagtala Annex,Sinagtala,OCCIDENTAL MINDORO,SANTA CRUZ,Lone District,BARAHAN,Public,DepED Managed,Annex or Extension school(s),Purely JHS,16,22,21,27,26,16,14,30,0,0,0,86,86,172
MIMAROPA,Oriental Mindoro,Baco,305799,Baras National High School,"Bagong Pook, Baras",ORIENTAL MINDORO,BACO,1st District,BARAS (MANGYAN MINORITY),Public,DepED Managed,School with no Annexes,Purely JHS,17,18,9,14,12,4,8,13,0,0,0,58,37,95
MIMAROPA,Oriental Mindoro,Baco,407744,"Hosanna Peniel Christian Church-School, Inc.",Bayanan,ORIENTAL MINDORO,BACO,1st District,BAYANAN,Private,Sectarian ,School with no Annexes,Purely JHS,4,4,1,3,8,3,1,9,0,0,0,12,21,33
MIMAROPA,Oriental Mindoro,Bansud,309161,Malo High School,Malo,ORIENTAL MINDORO,BANSUD,2nd District,MALO,Public,DepED Managed,School with no Annexes,Purely JHS,30,16,27,10,21,25,19,8,0,0,0,83,73,156
MIMAROPA,Oriental Mindoro,Bongabong North,305604,Elim Lisap Mangyan High School,Fanuban,ORIENTAL MINDORO,BONGABONG,2nd District,LISAP,Public,DepED Managed,School with no Annexes,Purely JHS,43,28,29,22,42,34,36,31,0,0,0,122,143,265
MIMAROPA,Oriental Mindoro,Bongabong North,305823,Panluan Hagan Mangyan High School,"PANLUAN, HAGAN, BONGABONG ORIENTAL MINDORO PHILIPPINES",ORIENTAL MINDORO,BONGABONG,2nd District,HAGAN,Public,DepED Managed,School with no Annexes,Purely JHS,37,36,20,18,29,30,25,27,0,0,0,111,111,222
MIMAROPA,Oriental Mindoro,Bongabong North,309030,Batangan Buhid HS,Batangan,ORIENTAL MINDORO,BONGABONG,2nd District,BATANGAN,Public,DepED Managed,School with no Annexes,Purely JHS,16,9,12,11,15,12,11,18,0,0,0,48,56,104
MIMAROPA,Oriental Mindoro,Bulalacao,305782,Gatol Mangyan High School,Sitio Gatol,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),2nd District,SAN ROQUE (BUYAYAO),Public,DepED Managed,School with no Annexes,Purely JHS,31,23,12,21,20,20,13,25,0,0,0,87,78,165
MIMAROPA,Oriental Mindoro,Bulalacao,305820,Milagrosa National High School,Purok Pula,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),2nd District,MILAGROSA (GUIOB),Public,DepED Managed,School with no Annexes,Purely JHS,15,22,14,18,14,20,20,25,0,0,0,69,79,148
MIMAROPA,Oriental Mindoro,Bulalacao,305822,Balatasan National High School,Balatasan,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),2nd District,BALATASAN,Public,DepED Managed,School with no Annexes,Purely JHS,17,16,8,20,14,19,13,15,0,0,0,61,61,122
MIMAROPA,Oriental Mindoro,Bulalacao,305920,Nasucob High School,NASUKOB (POB.),ORIENTAL MINDORO,BULALACAO (SAN PEDRO),2nd District,NASUKOB (POB.),Public,DepED Managed,School with no Annexes,Purely JHS,11,22,15,9,23,19,13,17,0,0,0,57,72,129
MIMAROPA,Oriental Mindoro,Bulalacao,305921,San Vicente High School,"San Vicente,  San Juan",ORIENTAL MINDORO,BULALACAO (SAN PEDRO),2nd District,POBLACION,Public,DepED Managed,School with no Annexes,Purely JHS,16,23,17,15,25,18,26,24,0,0,0,71,93,164
MIMAROPA,Oriental Mindoro,Bulalacao,306032,Bailan Katutubong Mangyan High School,Sitio Bailan,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),2nd District,BENLI (MANGYAN SETTLEMENT),Public,DepED Managed,School with no Annexes,Purely JHS,17,21,9,10,15,12,6,10,0,0,0,57,43,100
MIMAROPA,Oriental Mindoro,Bulalacao,306034,Umabang Katutubong Mangyan High School,Sitio Umabang,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),2nd District,BENLI (MANGYAN SETTLEMENT),Public,DepED Managed,School with no Annexes,Purely JHS,10,8,4,4,9,12,10,11,0,0,0,26,42,68
MIMAROPA,Oriental Mindoro,Bulalacao,306035,Waring Katutubong Mangyan High School,Sitio Waring,ORIENTAL MINDORO,BULALACAO (SAN PEDRO),2nd District,BENLI (MANGYAN SETTLEMENT),Public,DepED Managed,School with no Annexes,Purely JHS,14,10,10,7,9,12,11,9,0,0,0,41,41,82
MIMAROPA,Oriental Mindoro,Bulalacao,309032,San Roque NHS - Bangkal Ext.,"Bangkal, San Juan, Bulalacao, Oriental Mindoro",ORIENTAL MINDORO,BULALACAO (SAN PEDRO),2nd District,SAN JUAN,Public,DepED Managed,School with no Annexes,Purely JHS,29,23,24,25,25,26,20,36,0,0,0,101,107,208
MIMAROPA,Oriental Mindoro,Mansalay,305968,Sinariri High School,Sinariri,ORIENTAL MINDORO,MANSALAY,2nd District,PANAYTAYAN,Public,DepED Managed,School with no Annexes,Purely JHS,23,13,10,11,22,26,18,11,0,0,0,57,77,134
MIMAROPA,Oriental Mindoro,Mansalay,306200,Kilapnit High School,Kilapnit,ORIENTAL MINDORO,MANSALAY,2nd District,PANAYTAYAN,Public,DepED Managed,School with no Annexes,Purely JHS,8,12,9,10,13,5,12,10,0,0,0,39,40,79
MIMAROPA,Oriental Mindoro,Mansalay,309024,Bonbon High School,"-centro,bonbon",ORIENTAL MINDORO,MANSALAY,2nd District,BONBON,Public,DepED Managed,School with no Annexes,Purely JHS,10,9,13,11,17,17,16,12,0,0,0,43,62,105
MIMAROPA,Oriental Mindoro,Mansalay,410932,"South Central Luzon Conference Adventist School, Quinomay, Inc.",Sentro,ORIENTAL MINDORO,MANSALAY,2nd District,BALUGO,Private,Sectarian ,School with no Annexes,Purely JHS,9,7,3,3,7,2,6,3,0,0,0,22,18,40
MIMAROPA,Oriental Mindoro,Naujan East,305967,Tigbao High School,Sitio Tigbao,ORIENTAL MINDORO,NAUJAN,1st District,MONTELAGO,Public,DepED Managed,School with no Annexes,Purely JHS,15,7,11,8,7,7,12,11,0,0,0,41,37,78
MIMAROPA,Oriental Mindoro,Naujan East,309003,Masaguing High School,-,ORIENTAL MINDORO,NAUJAN,1st District,MASAGUING,Public,DepED Managed,School with no Annexes,Purely JHS,15,27,12,19,7,11,16,16,0,0,0,73,50,123
MIMAROPA,Oriental Mindoro,Naujan West,309010,Laguna NHS,-,ORIENTAL MINDORO,NAUJAN,1st District,LAGUNA,Public,DepED Managed,School with no Annexes,Purely JHS,30,38,43,41,20,38,43,39,0,0,0,152,140,292
MIMAROPA,Oriental Mindoro,Pinamalayan East,301650,Ranzo NHS,"Ranzo, Pinamalayan Oriental Mindoro",ORIENTAL MINDORO,PINAMALAYAN,2nd District,RANZO,Public,DepED Managed,School with no Annexes,Purely JHS,15,9,16,5,7,11,8,12,0,0,0,45,38,83
MIMAROPA,Oriental Mindoro,Pinamalayan East,309016,Anoling High School,Anoling,ORIENTAL MINDORO,PINAMALAYAN,2nd District,ANOLING,Public,DepED Managed,Annex or Extension school(s),Purely JHS,19,31,31,24,22,16,15,29,0,0,0,105,82,187
MIMAROPA,Oriental Mindoro,Pinamalayan East,309017,"Gerardo Fanoga, Sr. - Pambisan Munti High School","Pambisan Munti, Pinamalayan",ORIENTAL MINDORO,PINAMALAYAN,2nd District,PAMBISAN MUNTI,Public,DepED Managed,School with no Annexes,Purely JHS,18,13,17,17,6,11,9,10,0,0,0,65,36,101
MIMAROPA,Oriental Mindoro,Puerto Galera,309028,Puerto Galera NHS - Dulangan Extension,"Dulangan, Puerto Galera, Oriental Mindoro",ORIENTAL MINDORO,PUERTO GALERA,1st District,DULANGAN,Public,DepED Managed,Annex or Extension school(s),Purely JHS,30,25,31,33,30,30,33,27,0,0,0,119,120,239
MIMAROPA,Oriental Mindoro,Socorro,306033,Gregorio Manalo Sr. Mangyan High School,Bugtong na Tuog,ORIENTAL MINDORO,SOCORRO,2nd District,BUGTONG NA TUOG,Public,DepED Managed,School with no Annexes,Purely JHS,9,16,13,19,17,12,12,16,0,0,0,57,57,114
MIMAROPA,Oriental Mindoro,Socorro,407742,"Dr. Gregorio Valdez Institute, Inc.",Mabuhay I,ORIENTAL MINDORO,SOCORRO,1st District,MABUHAY I,Private,Sectarian ,School with no Annexes,Purely JHS,2,3,1,5,4,1,2,2,0,0,0,11,9,20
MIMAROPA,Oriental Mindoro,Victoria,305628,Victoria National High School,------,ORIENTAL MINDORO,VICTORIA,1st District,POBLACION I,Public,DepED Managed,School with no Annexes,Purely JHS,90,111,71,76,80,88,78,90,0,0,0,348,336,684
MIMAROPA,Oriental Mindoro,Victoria,309012,Alcate High School (formerly A.Arago MNHS-Alcate Annex),"Alcate, Victoria",ORIENTAL MINDORO,VICTORIA,1st District,ALCATE,Public,DepED Managed,School with no Annexes,Purely JHS,41,37,47,53,49,42,48,40,0,0,0,178,179,357
MIMAROPA,Oriental Mindoro,Victoria,309037,Bethel High School,Bethel,ORIENTAL MINDORO,VICTORIA,1st District,BETHEL,Public,DepED Managed,School with no Annexes,Purely JHS,32,43,47,33,21,37,48,39,0,0,0,155,145,300
MIMAROPA,Oriental Mindoro,Victoria,430008,Our Lady of the Most Holy Rosary Academy,"Core Housing, Loyal, Victoria",ORIENTAL MINDORO,VICTORIA,1st District,LOYAL,Private,Sectarian ,School with no Annexes,Purely JHS,15,8,12,4,8,11,8,5,0,0,0,39,32,71
MIMAROPA,Palawan,Aborlan Central,301706,Magbabadil National High School,none,PALAWAN,ABORLAN,2nd District,MAGBABADIL,Public,DepED Managed,School with no Annexes,Purely JHS,23,19,24,27,15,17,18,23,0,0,0,93,73,166
MIMAROPA,Palawan,Aborlan Central,309101,Isla Sombrero NHS,none,PALAWAN,ABORLAN,2nd District,POBLACION,Public,DepED Managed,Annex or Extension school(s),Purely JHS,5,11,17,20,6,5,13,19,0,0,0,53,43,96
MIMAROPA,Palawan,Aborlan Central,309112,Marcelo A. Bantug National High School,Bantug St.,PALAWAN,ABORLAN,2nd District,SAN JUAN,Public,DepED Managed,School with no Annexes,Purely JHS,17,11,17,16,23,17,13,21,0,0,0,61,74,135
